Vendor Name,General Ledger Number,PO Number,RGA #,PO Class,PO Date,PO Composer,Line No ,Item Number,Item Description,Vendor Catalog Number,"Manufacturer 
Catalog Number",Status,Delivery Date,Self Assessed,Requisition Number,GPO Ind,Commodity Code,Received Qty,Open Qty,Order Qty,UM,Order Price,Extended Amount,Tax,Extended Amount with Tax
OWENS & MINOR,007452263225,K273213,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  12:45: PM,PMM AutoPO processing login,37,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/15/2019  12:00:00 AM,,UH08S0000016817,Y,27,4,0,4,TB,$3.9535 ,$15.8140 ,0,$15.8140 
OWENS & MINOR,007452263225,K273213,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  12:45: PM,PMM AutoPO processing login,5,26106,KIT EKG LEADWIRE 5 LEAD DISPOSABLE 13FT,071533135T,33135T,Complete,1/15/2019  12:00:00 AM,,UH08S0000016817,Y,27,30,0,30,EA,$16.4480 ,$493.44 ,0,$493.44 
OWENS & MINOR,007705663225,K273217,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  12:55: PM,Sandra Veiga,18,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/15/2019  12:55:04 PM,,MANUAL,Y,27,4,0,4,TB,$3.9535 ,$15.8140 ,0,$15.8140 
OWENS & MINOR,007460263225,K273224,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  1:15: PM,PMM AutoPO processing login,8,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/15/2019  12:00:00 AM,,UH09S0000016824,Y,27,3,0,3,TB,$3.9535 ,$11.8605 ,0,$11.8605 
OWENS & MINOR,007302563225,K273230,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  1:44: PM,Zonnie O. Brown,2,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/15/2019  1:44:20 PM,,MANUAL,Y,27,9,0,9,TB,$3.9535 ,$35.5815 ,0,$35.5815 
OWENS & MINOR,002401063225,K273233,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  1:45: PM,PMM AutoPO processing login,4,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/15/2019  12:00:00 AM,,487867,Y,27,24,0,24,TB,$3.9535 ,$94.8840 ,0,$94.8840 
OWENS & MINOR,002999713025,K273233,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  1:45: PM,PMM AutoPO processing login,6,37785,TRAY PORT DRSG CHNG - OUTPATIENT,4352YNDC2629,DYNDC2629,Complete,1/15/2019  12:00:00 AM,,487868,N,27,2,0,2,CS,$227.8048 ,$455.6096 ,0,$455.6096 
OWENS & MINOR,006222063225,K273234,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  1:45: PM,PMM AutoPO processing login,1,37785,TRAY PORT DRSG CHNG - OUTPATIENT,4352YNDC2629,DYNDC2629,Complete,1/15/2019  12:00:00 AM,,MSSS0073147,N,27,5,0,5,CS,$227.8048 ,"$1,139.0240 ",0,"$1,139.0240 "
OWENS & MINOR,007458663225,K273235,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  1:45: PM,PMM AutoPO processing login,6,30614,APPLICATOR  CHLORAPREP 10.5 ML 2%,0723260715,260715,Complete,1/15/2019  12:00:00 AM,,CVICU0000016829,Y,27,1,0,1,BX,$82.6101 ,$82.6101 ,0,$82.6101 
OWENS & MINOR,002208063225,K273249,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  2:15: PM,PMM AutoPO processing login,8,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/15/2019  12:00:00 AM,,MSSS0073883,Y,27,10,0,10,TB,$3.9535 ,$39.5350 ,0,$39.5350 
OWENS & MINOR,007456263225,K273251,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  2:15: PM,PMM AutoPO processing login,30,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/15/2019  12:00:00 AM,,UH09N0000016833,Y,27,7,0,7,TB,$3.9535 ,$27.6745 ,0,$27.6745 
OWENS & MINOR,007455063321,K273252,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  2:15: PM,PMM AutoPO processing login,2,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,Killed,1/15/2019  12:00:00 AM,,UH11N0000016830,N,27,0,0,1,BX,$359.80 ,$359.80 ,0,$359.80 
OWENS & MINOR,007455063225,K273252,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  2:15: PM,PMM AutoPO processing login,33,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/15/2019  12:00:00 AM,,UH11N0000016830,Y,27,6,0,6,TB,$3.9535 ,$23.7210 ,0,$23.7210 
OWENS & MINOR,002999713025,K273278,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  2:45: PM,PMM AutoPO processing login,25,37785,TRAY PORT DRSG CHNG - OUTPATIENT,4352YNDC2629,DYNDC2629,Complete,1/15/2019  12:00:00 AM,,487896,N,27,2,0,2,CS,$227.8048 ,$455.6096 ,0,$455.6096 
OWENS & MINOR,002999713025,K273279,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  2:45: PM,PMM AutoPO processing login,12,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,On Order,1/15/2019  12:00:00 AM,,487896,N,27,0,1,1,CS,"$1,799.00 ","$1,799.00 ",0,"$1,799.00 "
OWENS & MINOR,002999713025,K273279,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  2:45: PM,PMM AutoPO processing login,7,9292,CATHETER IV BD INSYTE BD AUTOGUARD 1IN 20GA LF S,0723382633,382633,Complete,1/15/2019  12:00:00 AM,,487896,,27,2,0,2,BX,$77.10 ,$154.20 ,0,$154.20 
OWENS & MINOR,007401063225,K273282,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  2:45: PM,PMM AutoPO processing login,4,30547,GLOVE SURGEON BIOGEL ULTRA TOUCH SIZE 8,0158041180,41180,Complete,1/15/2019  12:00:00 AM,,MSSS0074032,Y,02,1,0,1,CS,$359.80 ,$359.80 ,0,$359.80 
OWENS & MINOR,002109763321,K273331,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  3:43: PM,Jose Wilmer Mota,6,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,Complete,1/15/2019  3:43:33 PM,,MSSS0074070,N,27,400,0,400,EA,$1.7990 ,$719.60 ,0,$719.60 
OWENS & MINOR,001401063225,K273345,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  4:15: PM,PMM AutoPO processing login,2,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/15/2019  12:00:00 AM,,MSSS0074123,Y,27,10,0,10,TB,$3.9535 ,$39.5350 ,0,$39.5350 
OWENS & MINOR,002502763225,K273356,,MEDICAL/SURGICAL SUPPLIES, 01/10/2019  5:15: PM,PMM AutoPO processing login,4,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/15/2019  12:00:00 AM,,MSSS0074154,Y,27,12,0,12,TB,$3.9535 ,$47.4420 ,0,$47.4420 
OWENS & MINOR,007303563225,K273359,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  8:22: AM,Janet Caliendo,24,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  8:22:33 AM,,01112019,Y,27,15,0,15,TB,$3.9535 ,$59.3025 ,0,$59.3025 
OWENS & MINOR,007455063321,K273365,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  8:45: AM,PMM AutoPO processing login,1,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,Killed,1/16/2019  12:00:00 AM,,UH11N0000016843,N,27,0,0,1,BX,$359.80 ,$359.80 ,0,$359.80 
OWENS & MINOR,007455063225,K273365,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  8:45: AM,PMM AutoPO processing login,21,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/16/2019  12:00:00 AM,,UH11N0000016843,,27,15,0,15,EA,$14.97 ,$224.55 ,0,$224.55 
OWENS & MINOR,002902863225,K273382,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  9:15: AM,PMM AutoPO processing login,1,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,MSSS0074158,Y,27,12,0,12,TB,$3.9535 ,$47.4420 ,0,$47.4420 
OWENS & MINOR,007457063225,K273386,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  9:15: AM,PMM AutoPO processing login,15,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,UHPHN0000016844,Y,27,4,0,4,TB,$3.9535 ,$15.8140 ,0,$15.8140 
OWENS & MINOR,001401063225,K273400,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  9:45: AM,PMM AutoPO processing login,1,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,MSSS0074180,Y,27,7,0,7,TB,$3.9535 ,$27.6745 ,0,$27.6745 
OWENS & MINOR,007458463225,K273403,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  9:45: AM,PMM AutoPO processing login,24,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/16/2019  12:00:00 AM,,UHMIC0000016845,,03,5,0,5,EA,$14.97 ,$74.85 ,0,$74.85 
OWENS & MINOR,007458463225,K273403,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  9:45: AM,PMM AutoPO processing login,30,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,UHMIC0000016845,Y,27,2,0,2,TB,$3.9535 ,$7.9070 ,0,$7.9070 
OWENS & MINOR,007457263225,K273404,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  9:45: AM,PMM AutoPO processing login,17,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,UHPHS0000016846,Y,27,4,0,4,TB,$3.9535 ,$15.8140 ,0,$15.8140 
OWENS & MINOR,006227563225,K273427,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  10:15: AM,PMM AutoPO processing login,4,30614,APPLICATOR  CHLORAPREP 10.5 ML 2%,0723260715,260715,Complete,1/16/2019  12:00:00 AM,,MSSS0074146,Y,27,1,0,1,BX,$82.6101 ,$82.6101 ,0,$82.6101 
OWENS & MINOR,007701663225,K273455,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  10:52: AM,Jose Wilmer Mota,11,30547,GLOVE SURGEON BIOGEL ULTRA TOUCH SIZE 8,0158041180,41180,Complete,1/16/2019  10:52:16 AM,,MSSS0074185,Y,02,1,0,1,BX,$89.95 ,$89.95 ,0,$89.95 
OWENS & MINOR,007701663225,K273455,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  10:52: AM,Jose Wilmer Mota,5,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  10:52:16 AM,,MSSS0074185,Y,27,1,0,1,CS,$47.4422 ,$47.4422 ,0,$47.4422 
OWENS & MINOR,007452063225,K273469,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  11:15: AM,PMM AutoPO processing login,23,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/16/2019  12:00:00 AM,,UH08N0000016854,,03,6,0,6,EA,$14.97 ,$89.82 ,0,$89.82 
OWENS & MINOR,007452063225,K273469,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  11:15: AM,PMM AutoPO processing login,25,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,UH08N0000016854,Y,27,3,0,3,TB,$3.9535 ,$11.8605 ,0,$11.8605 
OWENS & MINOR,007301063225,K273497,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  11:45: AM,PMM AutoPO processing login,5,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/16/2019  12:00:00 AM,,MSSS0074193,,03,2,0,2,CS,$598.80 ,"$1,197.60 ",0,"$1,197.60 "
OWENS & MINOR,002109763321,K273513,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  12:03: PM,Jose Wilmer Mota,2,9293,CATHETER IV BDINSYTE BD AUTOGUARD 1IN 22GA LF S WINGED,0723382623,382623,Complete,1/16/2019  12:03:47 PM,,MSSS0074229,,27,100,0,100,EA,$1.5420 ,$154.20 ,0,$154.20 
OWENS & MINOR,002109763225,K273513,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  12:03: PM,Jose Wilmer Mota,5,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/16/2019  12:03:47 PM,,MSSS0074229,,03,15,0,15,EA,$14.97 ,$224.55 ,0,$224.55 
OWENS & MINOR,006222563225,K273521,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  12:15: PM,PMM AutoPO processing login,1,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,MSSS0074238,Y,27,1,0,1,CS,$47.4422 ,$47.4422 ,0,$47.4422 
OWENS & MINOR,007451263225,K273525,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  12:15: PM,PMM AutoPO processing login,25,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,UH07S0000016863,Y,27,3,0,3,TB,$3.9535 ,$11.8605 ,0,$11.8605 
OWENS & MINOR,002999713025,K273562,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  12:45: PM,PMM AutoPO processing login,10,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/16/2019  12:00:00 AM,,488185,,03,1,0,1,CS,$598.80 ,$598.80 ,0,$598.80 
OWENS & MINOR,002999713025,K273562,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  12:45: PM,PMM AutoPO processing login,9,37785,TRAY PORT DRSG CHNG - OUTPATIENT,4352YNDC2629,DYNDC2629,Complete,1/16/2019  12:00:00 AM,,488185,N,03,1,0,1,CS,$227.8048 ,$227.8048 ,0,$227.8048 
OWENS & MINOR,007450263225,K273563,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  12:45: PM,PMM AutoPO processing login,15,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,UH06N0000016865,Y,27,5,0,5,TB,$3.9535 ,$19.7675 ,0,$19.7675 
OWENS & MINOR,007451063225,K273564,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  12:45: PM,PMM AutoPO processing login,33,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/16/2019  12:00:00 AM,,UH07N0000016866,,03,8,0,8,EA,$14.97 ,$119.76 ,0,$119.76 
OWENS & MINOR,007462263225,K273565,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  12:45: PM,PMM AutoPO processing login,15,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,UH10N0000016864,Y,27,6,0,6,TB,$3.9535 ,$23.7210 ,0,$23.7210 
OWENS & MINOR,002212063225,K273576,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  1:15: PM,PMM AutoPO processing login,2,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,MSSS0074248,Y,27,20,0,20,TB,$3.9535 ,$79.07 ,0,$79.07 
OWENS & MINOR,002401063225,K273579,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  1:15: PM,PMM AutoPO processing login,1,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,488166,Y,27,12,0,12,TB,$3.9535 ,$47.4420 ,0,$47.4420 
OWENS & MINOR,007302563225,K273595,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  1:58: PM,Zonnie O. Brown,3,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  1:58:47 PM,,MANUAL,Y,27,6,0,6,TB,$3.9535 ,$23.7210 ,0,$23.7210 
OWENS & MINOR,002999713025,K273599,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  2:15: PM,PMM AutoPO processing login,23,30547,GLOVE SURGEON BIOGEL ULTRA TOUCH SIZE 8,0158041180,41180,Complete,1/16/2019  12:00:00 AM,,488240,Y,02,2,0,2,BX,$89.95 ,$179.90 ,0,$179.90 
OWENS & MINOR,002999713025,K273600,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  2:15: PM,PMM AutoPO processing login,10,9293,CATHETER IV BDINSYTE BD AUTOGUARD 1IN 22GA LF S WINGED,0723382623,382623,Complete,1/16/2019  12:00:00 AM,,488240,,27,3,0,3,BX,$77.10 ,$231.30 ,0,$231.30 
OWENS & MINOR,007458663225,K273601,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  2:15: PM,PMM AutoPO processing login,25,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,CVICU0000016870,Y,27,7,0,7,TB,$3.9535 ,$27.6745 ,0,$27.6745 
OWENS & MINOR,007452263225,K273602,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  2:15: PM,PMM AutoPO processing login,12,26106,KIT EKG LEADWIRE 5 LEAD DISPOSABLE 13FT,071533135T,33135T,Complete,1/16/2019  12:00:00 AM,,UH08S0000016871,Y,27,20,0,20,EA,$16.4480 ,$328.96 ,0,$328.96 
OWENS & MINOR,007452263225,K273602,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  2:15: PM,PMM AutoPO processing login,25,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/16/2019  12:00:00 AM,,UH08S0000016871,,03,8,0,8,EA,$14.97 ,$119.76 ,0,$119.76 
OWENS & MINOR,007452263225,K273602,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  2:15: PM,PMM AutoPO processing login,28,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  12:00:00 AM,,UH08S0000016871,Y,27,5,0,5,TB,$3.9535 ,$19.7675 ,0,$19.7675 
OWENS & MINOR,007705663225,K273612,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  2:24: PM,Sandra Veiga,10,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/16/2019  2:24:08 PM,,MANUAL,Y,27,6,0,6,TB,$3.9535 ,$23.7210 ,0,$23.7210 
OWENS & MINOR,007458263321,K273633,,MEDICAL/SURGICAL SUPPLIES, 01/11/2019  2:45: PM,PMM AutoPO processing login,1,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,Killed,1/16/2019  12:00:00 AM,,UHNIC0000016872,N,27,0,0,1,BX,$359.80 ,$359.80 ,0,$359.80 
OWENS & MINOR,007456263225,K273722,,MEDICAL/SURGICAL SUPPLIES, 01/13/2019  2:45: PM,PMM AutoPO processing login,11,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/18/2019  12:00:00 AM,,UH09N0000016881,,03,10,0,10,EA,$14.97 ,$149.70 ,0,$149.70 
OWENS & MINOR,007458463225,K273727,,MEDICAL/SURGICAL SUPPLIES, 01/13/2019  2:45: PM,PMM AutoPO processing login,1,30614,APPLICATOR  CHLORAPREP 10.5 ML 2%,0723260715,260715,Complete,1/18/2019  12:00:00 AM,,UHMIC0000016888,Y,27,1,0,1,BX,$82.6101 ,$82.6101 ,0,$82.6101 
OWENS & MINOR,007462263225,K273735,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  7:45: AM,PMM AutoPO processing login,31,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/19/2019  12:00:00 AM,,UH10N0000016893,Y,27,8,0,8,TB,$3.9535 ,$31.6280 ,0,$31.6280 
OWENS & MINOR,007458463225,K273737,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  8:45: AM,PMM AutoPO processing login,10,30614,APPLICATOR  CHLORAPREP 10.5 ML 2%,0723260715,260715,Complete,1/19/2019  12:00:00 AM,,UHMIC0000016895,Y,27,1,0,1,BX,$82.6101 ,$82.6101 ,0,$82.6101 
OWENS & MINOR,007458463225,K273737,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  8:45: AM,PMM AutoPO processing login,37,30547,GLOVE SURGEON BIOGEL ULTRA TOUCH SIZE 8,0158041180,41180,Complete,1/19/2019  12:00:00 AM,,UHMIC0000016895,Y,02,5,0,5,PR,$1.7990 ,$8.9950 ,0,$8.9950 
OWENS & MINOR,007459263225,K273745,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  9:15: AM,PMM AutoPO processing login,7,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/19/2019  12:00:00 AM,,UH07V0000016896,,03,8,0,8,EA,$14.97 ,$119.76 ,0,$119.76 
OWENS & MINOR,007459263225,K273745,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  9:15: AM,PMM AutoPO processing login,9,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/19/2019  12:00:00 AM,,UH07V0000016896,,27,7,0,7,TB,$3.9535 ,$27.6745 ,0,$27.6745 
OWENS & MINOR,007451263225,K273773,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  9:45: AM,PMM AutoPO processing login,25,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/19/2019  12:00:00 AM,,UH07S0000016898,,03,8,0,8,EA,$14.97 ,$119.76 ,0,$119.76 
OWENS & MINOR,007451263225,K273773,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  9:45: AM,PMM AutoPO processing login,40,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/19/2019  12:00:00 AM,,UH07S0000016898,Y,27,2,0,2,TB,$3.9535 ,$7.9070 ,0,$7.9070 
OWENS & MINOR,007905063321,K273806,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  10:15: AM,PMM AutoPO processing login,1,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,Partial Complete,1/19/2019  12:00:00 AM,,UH0MM0000016899,N,27,1,1,2,BX,$359.80 ,$719.60 ,0,$719.60 
OWENS & MINOR,007451063225,K273815,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  10:30: AM,PMM AutoPO processing login,10,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/19/2019  12:00:00 AM,,UH07N0000016900,,03,10,0,10,EA,$14.97 ,$149.70 ,0,$149.70 
OWENS & MINOR,007401063225,K273837,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  11:15: AM,PMM AutoPO processing login,3,30547,GLOVE SURGEON BIOGEL ULTRA TOUCH SIZE 8,0158041180,41180,Complete,1/19/2019  12:00:00 AM,,MSSS0074366,Y,02,1,0,1,CS,$359.80 ,$359.80 ,0,$359.80 
OWENS & MINOR,001401063321,K273853,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  11:45: AM,PMM AutoPO processing login,16,9293,CATHETER IV BDINSYTE BD AUTOGUARD 1IN 22GA LF S WINGED,0723382623,382623,Complete,1/19/2019  12:00:00 AM,,BPSUR0000016909,,27,2,0,2,BX,$77.10 ,$154.20 ,0,$154.20 
OWENS & MINOR,002158563225,K273865,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  12:15: PM,PMM AutoPO processing login,11,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/19/2019  12:00:00 AM,,MSSS0074389,Y,27,6,0,6,TB,$3.9535 ,$23.7210 ,0,$23.7210 
OWENS & MINOR,002158563321,K273865,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  12:15: PM,PMM AutoPO processing login,15,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,Complete,1/19/2019  12:00:00 AM,,MSSS0074389,N,27,200,0,200,EA,$1.7990 ,$359.80 ,0,$359.80 
OWENS & MINOR,002158563225,K273865,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  12:15: PM,PMM AutoPO processing login,4,37785,TRAY PORT DRSG CHNG - OUTPATIENT,4352YNDC2629,DYNDC2629,Complete,1/19/2019  12:00:00 AM,,MSSS0074389,N,03,80,0,80,EA,$5.6951 ,$455.6080 ,0,$455.6080 
OWENS & MINOR,007452063225,K273866,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  12:15: PM,PMM AutoPO processing login,24,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,1/19/2019  12:00:00 AM,,UH08N0000016917,,03,12,0,12,EA,$14.97 ,$179.64 ,0,$179.64 
OWENS & MINOR,007452063225,K273866,,MEDICAL/SURGICAL SUPPLIES, 01/14/2019  12:15: PM,PMM AutoPO processing login,40,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,1/19/2019  12:00:00 AM,,UH08N0000016917,Y,27,3,0,3,TB,$3.9535 ,$11.8605 ,0,$11.8605 
